proxy,status,location,real_location,error
http://89.145.162.81:3128,0,Europe/Berlin,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7166b67bd180>: Failed to establish a new connection: [Errno 111] Connection refused')))"
socks4://184.181.217.210:4145,0,America/Chicago,Failed,"ConnectionError: SOCKSHTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1007)')))"
socks4://185.129.250.65:4861,0,Europe/Madrid,Failed,"ConnectionError: SOCKSHTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by NewConnectionError('<urllib3.contrib.socks.SOCKSHTTPSConnection object at 0x7166b7ed5d20>: Failed to establish a new connection: [Errno 111] Connection refused'))"
socks4://27.147.139.225:58080,0,Asia/Dhaka,Failed,"ConnectionError: SOCKSHTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ConnectTimeoutError(<urllib3.contrib.socks.SOCKSHTTPSConnection object at 0x7166b7ed5fc0>, 'Connection to ipinfo.io timed out. (connect timeout=5)'))"
http://8.219.97.248:80,0,Asia/Singapore,Failed,"TimeoutError: HTTPSConnectionPool(host='ipinfo.io', port=443): Read timed out. (read timeout=5)"
http://4.149.210.210:3128,0,America/Los_Angeles,Failed,"TimeoutError: HTTPSConnectionPool(host='ipinfo.io', port=443): Read timed out. (read timeout=5)"
http://120.71.148.18:1801,0,Asia/Urumqi,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7166b6779f90>: Failed to establish a new connection: [Errno 111] Connection refused')))"
socks4://46.219.1.5:5678,0,Europe/Kiev,Failed,"ConnectionError: SOCKSHTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by NewConnectionError('<urllib3.contrib.socks.SOCKSHTTPSConnection object at 0x7166b67bcdf0>: Failed to establish a new connection: [Errno 104] Connection reset by peer'))"
http://89.116.23.45:80,0,Europe/Vilnius,Failed,"TimeoutError: HTTPSConnectionPool(host='ipinfo.io', port=443): Read timed out. (read timeout=5)"
http://67.43.228.250:4853,0,America/Toronto,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7166b677b760>: Failed to establish a new connection: [Errno 111] Connection refused')))"
http://113.108.13.120:8083,0,Asia/Shanghai,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 400 Bad Request')))"
http://144.126.216.57:80,0,America/Los_Angeles,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7166b677a230>: Failed to establish a new connection: [Errno 111] Connection refused')))"
socks4://182.253.122.149:8080,0,Asia/Jakarta,Failed,"ConnectionError: SOCKSHTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ConnectTimeoutError(<urllib3.contrib.socks.SOCKSHTTPSConnection object at 0x7166b7ed43d0>, 'Connection to ipinfo.io timed out. (connect timeout=5)'))"
socks4://24.24.47.216:8080,0,America/Chicago,Failed,"ConnectionError: SOCKSHTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ConnectTimeoutError(<urllib3.contrib.socks.SOCKSHTTPSConnection object at 0x7166b7ed6b90>, 'Connection to ipinfo.io timed out. (connect timeout=5)'))"
http://117.36.76.86:8085,0,Asia/Shanghai,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 400 Bad Request')))"
http://116.98.122.240:10014,0,Asia/Bangkok,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b67bc700>, 'Connection to 116.98.122.240 timed out. (connect timeout=5)')))"
http://97.74.87.226:80,0,Asia/Tokyo,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 400 Bad Request')))"
http://219.143.201.200:8010,0,Asia/Shanghai,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b67794e0>, 'Connection to 219.143.201.200 timed out. (connect timeout=5)')))"
http://84.39.112.144:3128,0,Europe/Zurich,Failed,"ConnectionError: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
http://121.232.181.186:8089,0,Asia/Shanghai,Failed,"TimeoutError: HTTPSConnectionPool(host='ipinfo.io', port=443): Read timed out. (read timeout=5)"
http://45.186.6.104:3128,429,America/Guayaquil,Unknown,
http://139.162.78.109:3128,0,Asia/Tokyo,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 400 Bad Request')))"
http://195.35.2.231:80,0,Europe/Paris,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b677a830>, 'Connection to 195.35.2.231 timed out. (connect timeout=5)')))"
socks4://187.35.107.176:4153,0,America/Sao_Paulo,Failed,"ConnectionError: SOCKSHTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by NewConnectionError('<urllib3.contrib.socks.SOCKSHTTPSConnection object at 0x7166b677bb50>: Failed to establish a new connection: Connection closed unexpectedly'))"
http://67.43.228.252:32153,0,America/Toronto,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7166b6779090>: Failed to establish a new connection: [Errno 111] Connection refused')))"
http://36.49.86.159:10004,0,Asia/Shanghai,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 400 Bad Request')))"
socks4://67.43.228.250:19677,0,America/Toronto,Failed,"ConnectionError: SOCKSHTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by NewConnectionError('<urllib3.contrib.socks.SOCKSHTTPSConnection object at 0x7166b67bc2e0>: Failed to establish a new connection: [Errno 111] Connection refused'))"
http://101.71.143.237:8092,0,Asia/Shanghai,Failed,"ConnectionError: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
socks4://192.252.220.89:4145,0,America/Los_Angeles,Failed,"ConnectionError: SOCKSHTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1007)')))"
socks4://50.96.204.51:18351,0,America/Chicago,Failed,"ConnectionError: SOCKSHTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ConnectTimeoutError(<urllib3.contrib.socks.SOCKSHTTPSConnection object at 0x7166b7ed6500>, 'Connection to ipinfo.io timed out. (connect timeout=5)'))"
socks4://138.68.21.132:56178,0,America/Los_Angeles,Failed,"ConnectionError: SOCKSHTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by NewConnectionError('<urllib3.contrib.socks.SOCKSHTTPSConnection object at 0x7166b67bcc40>: Failed to establish a new connection: [Errno 111] Connection refused'))"
http://14.17.80.196:5308,0,Asia/Shanghai,Failed,"TimeoutError: HTTPSConnectionPool(host='ipinfo.io', port=443): Read timed out. (read timeout=5)"
http://220.167.233.14:8118,0,Asia/Shanghai,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b677bd90>, 'Connection to 220.167.233.14 timed out. (connect timeout=5)')))"
socks4://12.89.124.138:4145,0,America/Chicago,Failed,"ConnectionError: SOCKSHTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ConnectTimeoutError(<urllib3.contrib.socks.SOCKSHTTPSConnection object at 0x7166b7ed7850>, 'Connection to ipinfo.io timed out. (connect timeout=5)'))"
http://103.138.26.101:8080,0,Asia/Dhaka,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b677a890>, 'Connection to 103.138.26.101 timed out. (connect timeout=5)')))"
http://218.13.39.150:9091,0,Asia/Shanghai,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 400 Bad Request')))"
http://93.127.163.52:80,0,Europe/Paris,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b677ba90>, 'Connection to 93.127.163.52 timed out. (connect timeout=5)')))"
http://103.115.20.87:8099,0,Asia/Jakarta,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b7ed7a00>, 'Connection to 103.115.20.87 timed out. (connect timeout=5)')))"
http://188.165.49.152:80,0,Europe/Paris,Failed,"ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
socks4://98.175.31.195:4145,0,America/New_York,Failed,"ConnectionError: SOCKSHTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1007)')))"
http://67.43.228.250:23125,0,America/Toronto,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7166b67bc880>: Failed to establish a new connection: [Errno 111] Connection refused')))"
http://219.65.73.81:80,0,Asia/Kolkata,Failed,"ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
http://67.43.236.18:1969,0,America/Toronto,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7166b7ed7dc0>: Failed to establish a new connection: [Errno 111] Connection refused')))"
socks4://83.218.186.22:5678,0,Europe/Vienna,Failed,"ConnectionError: SOCKSHTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ConnectTimeoutError(<urllib3.contrib.socks.SOCKSHTTPSConnection object at 0x7166b7ed5990>, 'Connection to ipinfo.io timed out. (connect timeout=5)'))"
socks4://189.80.10.218:8080,0,America/Fortaleza,Failed,"ConnectionError: SOCKSHTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ConnectTimeoutError(<urllib3.contrib.socks.SOCKSHTTPSConnection object at 0x7166b67bc250>, 'Connection to ipinfo.io timed out. (connect timeout=5)'))"
socks4://178.238.110.157:80,0,Europe/Amsterdam,Failed,"ConnectionError: SOCKSHTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ConnectTimeoutError(<urllib3.contrib.socks.SOCKSHTTPSConnection object at 0x7166b67bc370>, 'Connection to ipinfo.io timed out. (connect timeout=5)'))"
http://183.234.215.11:8443,0,Asia/Shanghai,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 405 Not Allowed')))"
http://143.42.66.91:80,0,Asia/Singapore,Failed,"TimeoutError: HTTPSConnectionPool(host='ipinfo.io', port=443): Read timed out. (read timeout=5)"
http://123.200.14.194:8080,0,Asia/Dhaka,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b7ed79d0>, 'Connection to 123.200.14.194 timed out. (connect timeout=5)')))"
http://211.234.125.5:443,0,Asia/Seoul,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))"
http://103.68.84.42:8889,0,Asia/Ho_Chi_Minh,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7166b677b1c0>: Failed to establish a new connection: [Errno 111] Connection refused')))"
http://216.229.112.25:8080,0,America/Chicago,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b7ed4cd0>, 'Connection to 216.229.112.25 timed out. (connect timeout=5)')))"
http://57.129.49.182:3128,0,Europe/Berlin,Failed,"TimeoutError: HTTPSConnectionPool(host='ipinfo.io', port=443): Read timed out. (read timeout=5)"
http://103.215.187.67:8080,0,Asia/Jakarta,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b6779390>, 'Connection to 103.215.187.67 timed out. (connect timeout=5)')))"
http://185.4.73.221:3128,0,Europe/Tallinn,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b67bc3a0>, 'Connection to 185.4.73.221 timed out. (connect timeout=5)')))"
http://67.43.228.250:23713,0,America/Toronto,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7166b7ed73d0>: Failed to establish a new connection: [Errno 111] Connection refused')))"
http://110.72.59.65:8085,0,Asia/Shanghai,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b677b700>, 'Connection to 110.72.59.65 timed out. (connect timeout=5)')))"
http://125.87.94.44:2324,0,Asia/Shanghai,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7166b7bc0250>: Failed to establish a new connection: [Errno 111] Connection refused')))"
socks4://196.251.131.82:8080,0,Africa/Johannesburg,Failed,"ConnectionError: SOCKSHTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ConnectTimeoutError(<urllib3.contrib.socks.SOCKSHTTPSConnection object at 0x7166b677af50>, 'Connection to ipinfo.io timed out. (connect timeout=5)'))"
http://39.109.113.97:4090,0,Asia/Hong_Kong,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 400 Bad Request')))"
socks4://138.201.21.228:56587,0,Europe/Berlin,Failed,"ConnectionError: SOCKSHTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ConnectTimeoutError(<urllib3.contrib.socks.SOCKSHTTPSConnection object at 0x7166b7ed7f40>, 'Connection to ipinfo.io timed out. (connect timeout=5)'))"
http://200.174.198.86:8888,0,America/Sao_Paulo,Failed,"TimeoutError: HTTPSConnectionPool(host='ipinfo.io', port=443): Read timed out. (read timeout=5)"
http://61.160.247.69:9999,0,Asia/Shanghai,Failed,"ConnectionError: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
http://177.240.4.125:999,0,America/Monterrey,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b7ed6740>, 'Connection to 177.240.4.125 timed out. (connect timeout=5)')))"
http://36.111.142.177:12798,0,Asia/Shanghai,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b67be170>, 'Connection to 36.111.142.177 timed out. (connect timeout=5)')))"
http://64.147.212.78:8080,200,America/New_York,America/New_York,
http://103.48.70.105:83,0,Asia/Kolkata,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b67bdc90>, 'Connection to 103.48.70.105 timed out. (connect timeout=5)')))"
socks4://68.178.173.3:34980,429,Asia/Singapore,Unknown,
http://121.227.109.36:8089,0,Asia/Shanghai,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7166b677b310>: Failed to establish a new connection: [Errno 111] Connection refused')))"
socks4://213.145.137.102:37447,200,Asia/Bishkek,Asia/Bishkek,
http://103.213.218.86:25513,0,Asia/Bangkok,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b677bd60>, 'Connection to 103.213.218.86 timed out. (connect timeout=5)')))"
http://103.169.187.137:8787,0,Asia/Jakarta,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b67bcdf0>, 'Connection to 103.169.187.137 timed out. (connect timeout=5)')))"
http://221.131.172.202:9986,0,Asia/Shanghai,Failed,"TimeoutError: HTTPSConnectionPool(host='ipinfo.io', port=443): Read timed out. (read timeout=5)"
http://72.10.160.92:28057,0,America/Toronto,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7166b67bce50>: Failed to establish a new connection: [Errno 111] Connection refused')))"
http://27.76.183.228:10003,0,Asia/Bangkok,Failed,"TimeoutError: HTTPSConnectionPool(host='ipinfo.io', port=443): Read timed out. (read timeout=5)"
http://150.136.153.231:80,0,America/New_York,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b7bc09d0>, 'Connection to 150.136.153.231 timed out. (connect timeout=5)')))"
http://36.66.242.118:8080,0,Asia/Jakarta,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b7ed5150>, 'Connection to 36.66.242.118 timed out. (connect timeout=5)')))"
http://167.249.29.220:999,0,America/Santiago,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b7ed6680>, 'Connection to 167.249.29.220 timed out. (connect timeout=5)')))"
http://67.43.228.254:16049,0,America/Toronto,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7166b677ba30>: Failed to establish a new connection: [Errno 111] Connection refused')))"
http://121.227.118.187:8089,0,Asia/Shanghai,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7166b7ed6080>: Failed to establish a new connection: [Errno 111] Connection refused')))"
http://121.227.109.63:8089,0,Asia/Shanghai,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7166b7ed7f10>: Failed to establish a new connection: [Errno 111] Connection refused')))"
http://91.107.127.246:30096,0,Europe/London,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7166b7bc2110>: Failed to establish a new connection: [Errno 111] Connection refused')))"
http://195.114.209.50:80,0,Europe/Madrid,Failed,"TimeoutError: HTTPSConnectionPool(host='ipinfo.io', port=443): Read timed out. (read timeout=5)"
http://23.147.112.74:8080,0,America/Phoenix,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b677ab60>, 'Connection to 23.147.112.74 timed out. (connect timeout=5)')))"
http://190.60.44.233:999,0,America/Bogota,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b67bd1b0>, 'Connection to 190.60.44.233 timed out. (connect timeout=5)')))"
http://116.98.122.240:10015,0,Asia/Bangkok,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b67bdcf0>, 'Connection to 116.98.122.240 timed out. (connect timeout=5)')))"
http://47.56.110.204:8989,0,Asia/Hong_Kong,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 400 Bad Request')))"
http://116.98.122.240:10003,0,Asia/Bangkok,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b6779f60>, 'Connection to 116.98.122.240 timed out. (connect timeout=5)')))"
socks4://117.74.65.207:80,0,Asia/Shanghai,Failed,"ConnectionError: SOCKSHTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1007)')))"
http://60.188.102.225:18080,0,Asia/Shanghai,Failed,"TimeoutError: HTTPSConnectionPool(host='ipinfo.io', port=443): Read timed out. (read timeout=5)"
http://116.97.240.147:4995,0,Asia/Bangkok,Failed,"ProxyError: HTTPSConnectionPool(host='ipinfo.io', port=443): Max retries exceeded with url: /json (Caused by ProxyError('Unable to connect to proxy', ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7166b7bc2110>, 'Connection to 116.97.240.147 timed out. (connect timeout=5)')))"
